EURING Code,Current Name,Date Updated,Notes,Old name,Current IOC code
2830,Buteo brachyurus,02/06/2008,,Buteo brachyurus,8768
2840,Geranoaetus albicaudatus,02/06/2008,,Buteo albicaudatus,8721
2850,Buteo albonotatus,02/06/2008,,Buteo albonotatus,8774
2860,Buteo jamaicensis,02/06/2008,,Buteo jamaicensis,8775
2870,Buteo buteo,02/06/2008,,Buteo buteo,8814
2871,Buteo buteo buteo,02/06/2008,,Buteo buteo buteo,8819
2872,Buteo buteo vulpinus,02/06/2008,,Buteo buteo vulpinus,8822
2873,Buteo buteo insularum,02/06/2008,,Buteo buteo insularum,8816
2880,Buteo rufinus,02/06/2008,,Buteo rufinus,8807
2890,Buteo hemilasius,02/06/2008,,Buteo hemilasius,8799
2900,Buteo lagopus,02/06/2008,,Buteo lagopus,8794
2910,Buteo regalis,02/06/2008,,Buteo regalis,8793
2919,Buteo spp.,02/06/2008,,Buteo spp.,NA
2920,Clanga pomarina,02/06/2008,,Aquila pomarina,8329
2930,Clanga clanga,02/06/2008,,Aquila clanga,8331
2940,Aquila rapax,02/06/2008,,Aquila rapax,8344
2941,Aquila rapax rapax,02/06/2008,,Aquila rapax rapax,8347
2942,Aquila nipalensis,02/06/2008,,Aquila rapax nipalensis,8341
2950,Aquila heliaca,02/06/2008,,Aquila heliaca,8350
2951,Obsolete code,02/06/2008,Duplicated species ? use 02950,Aquila heliaca heliaca,NA
2952,Aquila adalberti,02/06/2008,,Aquila heliaca adalberti,8348
2960,Aquila chrysaetos,02/06/2008,,Aquila chrysaetos,8352
2970,Aquila verreauxii,02/06/2008,,Aquila verreauxii,8364
2979,Aquila sp.,02/06/2008,,Aquila sp.,NA
2980,Hieraaetus pennatus,02/06/2008,,Hieraaetus pennatus,8334
2990,Aquila fasciata,02/06/2008,,Hieraaetus fasciatus,8365
3000,Nisaetus nipalensis,02/06/2008,,Spizaetus nipalensis,8295
3009,Falconiformes sp.,07/07/2014,Bird of prey,Falconiformes sp.,NA
3010,Pandion haliaetus,02/06/2008,,Pandion haliaetus,8104
3020,Caracara plancus,02/06/2008,,Polyborus plancus,12765
3030,Falco naumanni,02/06/2008,,Falco naumanni,12816
3040,Falco tinnunculus,02/06/2008,,Falco tinnunculus,12817
3050,Falco sparverius,02/06/2008,,Falco sparverius,12847
3060,Falco chicquera,02/06/2008,,Falco chicquera,12873
3070,Falco vespertinus,02/06/2008,,Falco vespertinus,12878
3080,Falco amurensis,02/06/2008,,Falco amurensis,12879
3090,Falco columbarius,02/06/2008,,Falco columbarius,12886
3092,Falco columbarius subaesalon,02/06/2008,,Falco columbarius subaesalon,12887
3100,Falco subbuteo,02/06/2008,,Falco subbuteo,12901
3110,Falco eleonorae,02/06/2008,,Falco eleonorae,12880
3120,Falco concolor,02/06/2008,,Falco concolor,12881
3130,Falco femoralis,02/06/2008,,Falco femoralis,12882
3140,Falco biarmicus,02/06/2008,,Falco biarmicus,12922
3150,Falco jugger,02/06/2008,,Falco jugger,12928
3160,Falco cherrug,02/06/2008,,Falco cherrug,12929
3170,Obsolete code,02/06/2008,Duplicated species ? use 03160,Falco altaicus,NA
3180,Falco rusticolus,02/06/2008,,Falco rusticolus,12935
3190,Falco mexicanus,02/06/2008,,Falco mexicanus,12940
3200,Falco peregrinus,02/06/2008,,Falco peregrinus,12941
3201,Falco peregrinus peregrinus,02/06/2008,,Falco peregrinus peregrinus,12947
3202,Falco peregrinus brookei,02/06/2008,,Falco peregrinus brookei,12950
3210,Falco peregrinus pelegrinoides,02/06/2008,,Falco pelegrinoides,12962
3219,Falco sp.,02/06/2008,,Falco sp.,NA
3220,Ortalis vetula,02/06/2008,,Ortalis vetula,620
3230,Falcipennis falcipennis,02/06/2008,,Dendragapus falcipennis,1229
3240,Falcipennis canadensis,02/06/2008,,Dendragapus canadensis,NA
3250,Dendragapus obscurus,02/06/2008,,Dendragapus obscurus,1146
3260,Tetrastes bonasia,02/06/2008,,Bonasa bonasia,1127
3270,Tetrastes sewerzowi,02/06/2008,,Bonasa sewerzowi,1141
3280,Bonasa umbellus,02/06/2008,,Bonasa umbellus,1110
3290,Lagopus lagopus,02/06/2008,,Lagopus lagopus,1175
3291,Lagopus lagopus lagopus,02/06/2008,,Lagopus lagopus lagopus,1180
3292,Lagopus lagopus scoticus,02/06/2008,,Lagopus lagopus scoticus,NA
3300,Lagopus muta,02/06/2008,,Lagopus mutus,1197
3301,Lagopus muta helvetica,25/05/2023,,,1200
3310,Lagopus leucura,02/06/2008,,Lagopus leucurus,1169
3320,Lyrurus tetrix,02/06/2008,,Tetrao tetrix,1262
3330,Lyrurus mlokosiewiczi,02/06/2008,,Tetrao mlokosiewiczi,1270
3340,Tetrao urogalloides,02/06/2008,,Tetrao parvirostris,1255
3350,Tetrao urogallus,02/06/2008,,Tetrao urogallus,1239
3360,Tympanuchus cupido,02/06/2008,,Tympanuchus cupido,1164
3370,Tympanuchus phasianellus,02/06/2008,,Tympanuchus phasianellus,1156
3380,Centrocercus urophasianus,02/06/2008,,Centrocercus urophasianus,1144
3390,Oreortyx pictus,02/06/2008,,Callipepla picta,828
3400,Callipepla squamata,02/06/2008,,Callipepla squamata,834
3410,Callipepla californica,02/06/2008,,Callipepla californica,846
3420,Callipepla gambelii,02/06/2008,,Callipepla gambelii,855
3430,Callipepla douglasii,02/06/2008,,Callipepla douglasii,839
3440,Philortyx fasciatus,02/06/2008,,Philortyx fasciatus,864
3450,Colinus virginianus,02/06/2008,,Colinus virginianus,865
3460,Cyrtonyx montezumae,02/06/2008,,Cyrtonyx montezumae,978
3470,Lerwa lerwa,02/06/2008,,Lerwa lerwa,1053
3480,Tetraophasis obscurus,02/06/2008,,Tetraophasis obscurus,1082
3490,Tetraophasis szechenyii,02/06/2008,,Tetraophasis szechenyii,1083
3500,Tetraogallus caucasicus,02/06/2008,,Tetraogallus caucasicus,1586
3510,Tetraogallus caspius,02/06/2008,,Tetraogallus caspius,1587
3520,Tetraogallus himalayensis,02/06/2008,,Tetraogallus himalayensis,1591
3530,Tetraogallus tibetanus,02/06/2008,,Tetraogallus tibetanus,1575
3540,Tetraogallus altaicus,02/06/2008,,Tetraogallus altaicus,1583
3550,Alectoris chukar,02/06/2008,,Alectoris chukar,1664
3560,Alectoris magna,02/06/2008,,Alectoris magna,1690
3570,Alectoris graeca,02/06/2008,,Alectoris graeca,1684
3580,Alectoris rufa,02/06/2008,,Alectoris rufa,1658
3590,Alectoris barbara,02/06/2008,,Alectoris barbara,1650
3600,Alectoris philbyi,02/06/2008,,Alectoris philbyi,1689
3610,Alectoris melanocephala,02/06/2008,,Alectoris melanocephala,1655
3620,Ammoperdix griseogularis,02/06/2008,,Ammoperdix griseogularis,1598
3630,Ammoperdix heyi,02/06/2008,,Ammoperdix heyi,1599
3640,Francolinus francolinus,02/06/2008,,Francolinus francolinus,1504
3650,Ortygornis pondicerianus,30/07/2021,,Francolinus pondicerianus,1496
3660,Pternistis bicalcaratus,02/06/2008,,Francolinus bicalcaratus,1751
3670,Perdix perdix,02/06/2008,,Perdix perdix,1280
3680,Perdix dauurica,02/06/2008,,Perdix dauuricae,1291
3690,Perdix hodgsoniae,02/06/2008,,Perdix hodgsoniae,1275
3699,Perdix sp.,02/06/2008,,Perdix sp.,NA
3700,Coturnix coturnix,02/06/2008,,Coturnix coturnix,1633
3701,Coturnix coturnix coturnix,15/11/2015,,Coturnix coturnix coturnix,1634
3702,Coturnix coturnix confisa,15/11/2015,,Coturnix coturnix confisa,NA
3703,Coturnix coturnix inopinata,15/11/2015,,Coturnix coturnix inopinata,1637
3704,Coturnix coturnix africana,15/11/2015,,Coturnix coturnix africana,1638
3710,Coturnix japonica,02/06/2008,,Coturnix japonica,1640
3720,Perdicula asiatica,02/06/2008,,Perdicula asiatica,1693
3730,Arborophila torqueola,02/06/2008,,Arborophila torqueola,1006
3740,Arborophila rufogularis,02/06/2008,,Arborophila rufogularis,1017
3750,Arborophila rufipectus,02/06/2008,,Arborophila rufipectus,1012
3760,Bambusicola thoracicus,02/06/2008,,Bambusicola thoracica,1469
3770,Ithaginis cruentus,02/06/2008,,Ithaginis cruentus,1056
3780,Tragopan melanocephalus,02/06/2008,,Tragopan melanocephalus,1071
3790,Tragopan satyra,02/06/2008,,Tragopan satyra,1072
3800,Tragopan blythii,02/06/2008,,Tragopan blythii,1073
3810,Tragopan temminckii,02/06/2008,,Tragopan temminckii,1076
3820,Pucrasia macrolopha,02/06/2008,,Pucrasia macrolopha,1090
3830,Lophophorus impejanus,02/06/2008,,Lophophorus impejanus,1084
3840,Lophophorus sclateri,02/06/2008,,Lophophorus sclateri,1085
3850,Lophophorus lhuysii,02/06/2008,,Lophophorus lhuysii,1089
3860,Gallus gallus,02/06/2008,,Gallus gallus,1474
3870,Lophura leucomelanos,02/06/2008,,Lophura leucomelana,1371
3880,Crossoptilon crossoptilon,02/06/2008,,Crossoptilon crossoptilon,1358
3890,Crossoptilon mantchuricum,02/06/2008,,Crossoptilon mantchuricum,1363
3900,Crossoptilon auritum,02/06/2008,,Crossoptilon auritum,1364
3910,Catreus wallichii,02/06/2008,,Catreus wallichii,1355
3920,Syrmaticus soemmerringii,02/06/2008,,Syrmaticus soemmerringii,1296
3930,Syrmaticus reevesii,02/06/2008,,Syrmaticus reevesii,1302
3940,Phasianus colchicus,02/06/2008,,Phasianus colchicus,1310
3950,Phasianus versicolor,02/06/2008,,Phasianus versicolor,1349
3960,Chrysolophus pictus,02/06/2008,,Chrysolophus pictus,1308
3970,Chrysolophus amherstiae,02/06/2008,,Chrysolophus amherstiae,1309
3980,Numida meleagris,02/06/2008,,Numida meleagris,764
3990,Meleagris gallopavo,02/06/2008,,Meleagris gallopavo,1101
4000,Turnix sylvaticus,02/06/2008,,Turnix sylvatica,6266
4010,Turnix tanki,02/06/2008,,Turnix tanki,6298
4020,Turnix suscitator,02/06/2008,,Turnix suscitator,6304
4030,Rallina eurizonoides,02/06/2008,,Rallina eurizonoides,6073
4040,Rallus longirostris,02/06/2008,,Rallus longirostris,5742
4050,Rallus elegans,02/06/2008,,Rallus elegans,5751
4060,Rallus limicola,02/06/2008,,Rallus limicola,5755
4070,Rallus aquaticus,02/06/2008,,Rallus aquaticus,5767
4080,Porzana porzana,02/06/2008,,Porzana porzana,5874
4090,Porzana carolina,02/06/2008,,Porzana carolina,5873
4100,Zapornia parva,02/06/2008,,Porzana parva,6051
4110,Zapornia pusilla,02/06/2008,,Porzana pusilla,6042
4120,Aenigmatolimnas marginalis,02/06/2008,,Porzana marginalis,6110
4130,Poliolimnas cinereus,02/06/2008,,Porzana cinerea,6101
4140,Zapornia fusca,02/06/2008,,Porzana fusca,6031
4150,Zapornia paykullii,02/06/2008,,Porzana paykullii,6037
4160,Zapornia bicolor,02/06/2008,,Porzana bicolor,6038
4169,Porzana sp.,02/06/2008,,Porzana sp.,NA
4170,Coturnicops exquisitus,02/06/2008,,Coturnicops exquisita,5984
4180,Coturnicops noveboracensis,02/06/2008,,Coturnicops noveboracensis,5985
4190,Laterallus jamaicensis,02/06/2008,,Laterallus jamaicensis,5997
4200,Zapornia flavirostra,02/06/2008,,Limnocorax flavirostra,6029
4210,Crex crex,02/06/2008,,Crex crex,5782
4220,Zapornia akool,02/06/2008,,Amaurornis akool,6039
4230,Amaurornis phoenicurus,02/06/2008,,Amaurornis phoenicurus,6112
4240,Gallinula chloropus,02/06/2008,,Gallinula chloropus,5897
4250,Porphyrio alleni,02/06/2008,,Porphyrula alleni,5935
4260,Porphyrio martinica,02/06/2008,,Porphyrula martinica,5936
4270,Porphyrio porphyrio,02/06/2008,,Porphyrio porphyrio,5938
4271,Obsolete code,02/06/2008,Duplicated species ? use 04270,Porphyrio porphyrio porphyrio,NA
4272,Porphyrio madagascariensis,02/06/2008,,Porphyrio porphyrio madagascariensis,5940
4273,Porphyrio porphyrio poliocephalus,19/03/2012,Grey-headed Swamphen,Porphyrio (porphyrio) poliocephalus,NA
4280,Gallicrex cinerea,02/06/2008,,Gallicrex cinerea,6111
4290,Fulica atra,02/06/2008,,Fulica atra,5917
4300,Fulica americana,02/06/2008,,Fulica americana,5926
4310,Fulica cristata,02/06/2008,,Fulica cristata,5922
4320,Aramus guarauna,02/06/2008,,Aramus guarauna,6180
4330,Grus grus,02/06/2008,,Grus grus,6174
4340,Grus nigricollis,02/06/2008,,Grus nigricollis,6179
4350,Grus monacha,02/06/2008,,Grus monacha,6178
4360,Antigone canadensis,02/06/2008,,Grus canadensis,6154
4370,Antigone vipio,02/06/2008,,Grus vipio,6161
4380,Grus japonensis,02/06/2008,,Grus japonensis,6172
4390,Grus americana,02/06/2008,,Grus americana,6173
4400,Leucogeranus leucogeranus,02/06/2008,,Grus leucogeranus,6153
4409,Grus sp.,02/06/2008,,Grus sp.,NA
4410,Grus virgo,02/06/2008,,Anthropoides virgo,6171
4420,Tetrax tetrax,02/06/2008,,Tetrax tetrax,3861
4430,Neotis denhami,02/06/2008,,Neotis denhami,3815
4440,Chlamydotis undulata,02/06/2008,,Chlamydotis undulata,3809
4441,Chlamydotis undulata undulata,02/06/2008,,Chlamydotis undulata undulata,3811
4442,Chlamydotis macqueenii,02/06/2008,,Chlamydotis undulata macqueenii,3812
4443,Chlamydotis undulata fuertaventurae,02/06/2008,,Chlamydotis undulata fuertaventurae,3810
4450,Ardeotis arabs,02/06/2008,,Ardeotis arabs,3799
4460,Otis tarda,02/06/2008,,Otis tarda,3795
4470,Hydrophasianus chirurgus,02/06/2008,,Hydrophasianus chirurgus,6615
4480,Jacana spinosa,02/06/2008,,Jacana spinosa,6617
4490,Rostratula benghalensis,02/06/2008,,Rostratula benghalensis,6603
4500,Haematopus ostralegus,02/06/2008,,Haematopus ostralegus,6404
4510,Haematopus palliatus,02/06/2008,,Haematopus palliatus,6393
4520,Haematopus bachmani,02/06/2008,,Haematopus bachmani,6391
4530,Haematopus moquini,02/06/2008,,Haematopus moquini,6402
4540,Ibidorhyncha struthersii,02/06/2008,,Ibidorhyncha struthersii,6423
4550,Himantopus himantopus,02/06/2008,,Himantopus himantopus,6424
4560,Recurvirostra avosetta,02/06/2008,,Recurvirostra avosetta,6436
4570,Recurvirostra americana,02/06/2008,,Recurvirostra americana,6437
4580,Dromas ardeola,02/06/2008,,Dromas ardeola,6837
4590,Burhinus oedicnemus,02/06/2008,,Burhinus oedicnemus,6346
4600,Burhinus senegalensis,02/06/2008,,Burhinus senegalensis,6356
4610,Burhinus capensis,02/06/2008,,Burhinus capensis,6362
4620,Esacus recurvirostris,02/06/2008,,Esacus recurvirostris,6379
4630,Pluvianus aegyptius,02/06/2008,,Pluvianus aegyptius,6600
4640,Cursorius cursor,02/06/2008,,Cursorius cursor,6838
4650,Glareola pratincola,02/06/2008,,Glareola pratincola,6878
4660,Glareola maldivarum,02/06/2008,,Glareola maldivarum,6884
4670,Glareola nordmanni,02/06/2008,,Glareola nordmanni,6885
4680,Glareola lactea,02/06/2008,,Glareola lactea,6893
4689,Glareola sp.,02/06/2008,,Glareola sp.,NA
4690,Charadrius dubius,02/06/2008,,Charadrius dubius,6516
4700,Charadrius hiaticula,02/06/2008,,Charadrius hiaticula,6509
4701,Charadrius hiaticula hiaticula,02/06/2008,,Charadrius hiaticula hiaticula,6511
4702,Charadrius hiaticula tundrae,02/06/2008,,Charadrius hiaticula tundrae,6512
4710,Charadrius semipalmatus,02/06/2008,,Charadrius semipalmatus,6513
4720,Charadrius placidus,02/06/2008,,Charadrius placidus,6515
4730,Charadrius wilsonia,02/06/2008,,Charadrius wilsonia,6520
4740,Charadrius vociferus,02/06/2008,,Charadrius vociferus,6526
4750,Charadrius melodus,02/06/2008,,Charadrius melodus,6530
4760,Charadrius pecuarius,02/06/2008,,Charadrius pecuarius,6534
4770,Charadrius alexandrinus,02/06/2008,,Charadrius alexandrinus,6552
4780,Charadrius mongolus,02/06/2008,,Charadrius mongolus,6580
4781,Charadrius mongolus mongolus,02/06/2008,,Charadrius mongolus mongolus,6581
4782,Charadrius mongolus pamirensis,02/06/2008,,Charadrius mongolus pamirensis,NA
4783,Charadrius mongolus atrifrons,02/06/2008,,Charadrius mongolus atrifrons,NA
4784,Charadrius mongolus schaeferi,02/06/2008,,Charadrius mongolus schaeferi,NA
4785,Charadrius mongolus stegmanni,02/06/2008,,Charadrius mongolus stegmanni,6582
4790,Charadrius leschenaultii,02/06/2008,,Charadrius leschenaultii,6576
4800,Charadrius asiaticus,02/06/2008,,Charadrius asiaticus,6587
4810,Charadrius veredus,02/06/2008,,Charadrius veredus,6588
4820,Charadrius morinellus,02/06/2008,,Charadrius morinellus,6589
4830,Charadrius montanus,02/06/2008,,Charadrius montanus,6591
4839,Charadrius sp.,02/06/2008,,Charadrius sp.,NA
4840,Pluvialis dominica/fulva,02/06/2008,,Pluvialis dominica,NA
4841,Pluvialis dominica,02/06/2008,,Pluvialis dominica dominica,6499
4842,Pluvialis fulva,02/06/2008,,Pluvialis dominica fulva,6497
4850,Pluvialis apricaria,02/06/2008,,Pluvialis apricaria,6493
4851,Pluvialis apricaria apricaria,02/06/2008,,Pluvialis apricaria apricaria,NA
4852,Pluvialis apricaria altifrons,02/06/2008,,Pluvialis apricaria altifrons,NA
4860,Pluvialis squatarola,02/06/2008,,Pluvialis squatarola,6501
4870,Vanellus spinosus,02/06/2008,,Hoplopterus spinosus,6446
4880,Vanellus tectus,02/06/2008,,Hoplopterus tectus,6448
4890,Vanellus cinereus,02/06/2008,,Hoplopterus cinereus,6467
4900,Vanellus indicus,02/06/2008,,Hoplopterus indicus,6468
4910,Vanellus gregarius,02/06/2008,,Chettusia gregaria,6480
4920,Vanellus leucurus,02/06/2008,,Chettusia leucura,6481
4930,Vanellus vanellus,02/06/2008,,Vanellus vanellus,6440
4940,Calidris virgata,02/06/2008,,Aphriza virgata,6699
4950,Calidris tenuirostris,02/06/2008,,Calidris tenuirostris,6691
4960,Calidris canutus,02/06/2008,,Calidris canutus,6692
4961,Calidris canutus canutus,02/06/2008,,Calidris canutus canutus,6693
4962,Calidris canutus islandicus,02/06/2008,,Calidris canutus islandicus,NA
4970,Calidris alba,02/06/2008,,Calidris alba,6711
4980,Calidris pusilla,02/06/2008,,Calidris pusilla,6738
4990,Calidris mauri,02/06/2008,,Calidris mauri,6739
5000,Calidris ruficollis,02/06/2008,,Calidris ruficollis,6710
5010,Calidris minuta,02/06/2008,,Calidris minuta,6733
5020,Calidris temminckii,02/06/2008,,Calidris temminckii,6707
5030,Calidris subminuta,02/06/2008,,Calidris subminuta,6708
5040,Calidris minutilla,02/06/2008,,Calidris minutilla,6734
5050,Calidris fuscicollis,02/06/2008,,Calidris fuscicollis,6735
5060,Calidris bairdii,02/06/2008,,Calidris bairdii,6732
5070,Calidris melanotos,02/06/2008,,Calidris melanotos,6737
5080,Calidris acuminata,02/06/2008,,Calidris acuminata,6704
5090,Calidris ferruginea,02/06/2008,,Calidris ferruginea,6706
5100,Calidris maritima,02/06/2008,,Calidris maritima,6731
5110,Calidris ptilocnemis,02/06/2008,,Calidris ptilocnemis,6725
5120,Calidris alpina,02/06/2008,,Calidris alpina,6714
5121,Calidris alpina alpina,02/06/2008,,Calidris alpina alpina,6717
5122,Calidris alpina arctica,02/06/2008,,Calidris alpina arctica,6715
5123,Calidris alpina schinzii,02/06/2008,,Calidris alpina schinzii,6716
5128,Calidris alpina schinzii/arctica,02/06/2008,,Calidris alpina schinzii / arctica,NA
5129,Calidris sp.,02/06/2008,,Calidris spp.,NA
5130,Calidris pygmaea,02/06/2008,,Eurynorhynchus pygmeus,6709
5140,Calidris falcinellus,02/06/2008,,Limicola falcinellus,6701
5150,Calidris himantopus,02/06/2008,,Micropalama himantopus,6705
5160,Calidris subruficollis,02/06/2008,,Tryngites subruficollis,6736
5170,Calidris pugnax,02/06/2008,,Philomachus pugnax,6700
5180,Lymnocryptes minimus,02/06/2008,,Lymnocryptes minimus,6773
5190,Gallinago gallinago,02/06/2008,,Gallinago gallinago,6787
5191,Gallinago gallinago gallinago,20/07/2009,,Gallinago gallinago gallinago,6789
5192,Gallinago delicata,20/07/2009,Gallinago delicta,Gallinago gallinago delicata,6790
5193,Gallinago gallinago faeroeensis,20/07/2009,,Gallinago gallinago faeroeensis,6788
5200,Gallinago media,02/06/2008,,Gallinago media,6786
5210,Gallinago stenura,02/06/2008,,Gallinago stenura,6779
5220,Gallinago megala,02/06/2008,,Gallinago megala,6780
5230,Gallinago hardwickii,02/06/2008,,Gallinago hardwickii,6777
5240,Gallinago solitaria,02/06/2008,,Gallinago solitaria,6774
5250,Gallinago nemoricola,02/06/2008,,Gallinago nemoricola,6778
5260,Limnodromus griseus,02/06/2008,,Limnodromus griseus,6743
5270,Limnodromus scolopaceus,02/06/2008,,Limnodromus scolopaceus,6741
5280,Limnodromus semipalmatus,02/06/2008,,Limnodromus semipalmatus,6740
5290,Scolopax rusticola,02/06/2008,,Scolopax rusticola,6747
5300,Scolopax mira,02/06/2008,,Scolopax mira,6749
5310,Scolopax minor,02/06/2008,,Scolopax minor,6760
5320,Limosa limosa,02/06/2008,,Limosa limosa,6674
5321,Limosa limosa limosa,02/06/2008,,Limosa limosa limosa,6676
5322,Limosa limosa islandica,02/06/2008,,Limosa limosa islandica,6675
5330,Limosa haemastica,02/06/2008,,Limosa haemastica,6679
5340,Limosa lapponica,02/06/2008,,Limosa lapponica,6667
5341,Limosa lapponica lapponica,02/06/2008,,Limosa lapponica lapponica,6668
5350,Limosa fedoa,02/06/2008,,Limosa fedoa,6680
5360,Numenius minutus,02/06/2008,,Numenius minutus,6656
5370,Numenius borealis,02/06/2008,,Numenius borealis,6657
5380,Numenius phaeopus,02/06/2008,,Numenius phaeopus,6647
5381,Numenius hudsonicus,30/01/2012,Limosa phaeopus hudsonicus = Limosa hudsonica,Numenius hudsonicus,6653
5390,Numenius tahitiensis,02/06/2008,,Numenius tahitiensis,6646
5400,Numenius tenuirostris,02/06/2008,,Numenius tenuirostris,6662
5410,Numenius arquata,02/06/2008,,Numenius arquata,6663
5420,Numenius americanus,02/06/2008,,Numenius americanus,6658
5430,Numenius madagascariensis,02/06/2008,,Numenius madagascariensis,6661
5439,Numenius sp.,02/06/2008,,Numenius sp.,NA
5440,Bartramia longicauda,02/06/2008,,Bartramia longicauda,6645
5450,Tringa erythropus,02/06/2008,,Tringa erythropus,6833
5460,Tringa totanus,02/06/2008,,Tringa totanus,6823
